latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
51.5773,-3.7721,300.7,1.1,1,2020-01-09,1115,Terra,MODIS,36,6.03,280.2,8.2,D,2
51.578,-3.7777,311.9,1.2,1.1,2020-01-18,1109,Terra,MODIS,54,6.03,277.8,18.9,D,2
53.5633,-0.597,306.7,1,1,2020-01-18,1109,Terra,MODIS,64,6.03,277,12.5,D,2
53.5659,-0.5936,301,1,1,2020-01-18,1256,Aqua,MODIS,38,6.03,278.5,8.1,D,2
51.5607,-3.7664,300.5,1.4,1.2,2020-01-19,1152,Terra,MODIS,0,6.03,278.9,12.9,D,2
51.5669,-3.7707,314.5,1,1,2020-01-20,2208,Terra,MODIS,89,6.03,276.8,17.6,N,2
51.565,-3.7659,305.2,1.2,1.1,2020-01-21,0215,Aqua,MODIS,63,6.03,275.3,14.2,N,2
51.5661,-3.7685,312.8,1.1,1.1,2020-01-21,1140,Terra,MODIS,55,6.03,279.5,17.8,D,2
56.7882,-2.9122,305.9,1.5,1.2,2020-01-21,1328,Aqua,MODIS,62,6.03,280.8,19,D,0
55.5044,-2.035,315.7,1.3,1.1,2020-01-22,1232,Aqua,MODIS,76,6.03,281.6,24.7,D,0
56.0996,-3.3019,302.8,1,1,2020-01-27,1251,Aqua,MODIS,54,6.03,275.8,10.1,D,0
51.5775,-3.7776,300.4,1,1,2020-02-01,1122,Terra,MODIS,26,6.03,281.8,6.1,D,2
51.5666,-3.7664,304.1,1,1,2020-02-01,1122,Terra,MODIS,0,6.03,282.6,8.2,D,2
56.0982,-3.3091,302.3,1.3,1.1,2020-02-03,1108,Terra,MODIS,51,6.03,276.4,13.4,D,0
56.1001,-3.3077,302.8,1,1,2020-02-03,1257,Aqua,MODIS,54,6.03,276.7,9.1,D,0
56.0975,-3.3084,309.9,1.2,1.1,2020-02-04,1151,Terra,MODIS,69,6.03,278.7,17.5,D,0
56.1006,-3.2977,301.7,1.4,1.2,2020-02-04,2127,Terra,MODIS,44,6.03,273.3,14.1,N,0
56.0961,-3.3013,307.7,1.4,1.2,2020-02-04,2127,Terra,MODIS,72,6.03,273.7,19.7,N,0
55.9356,-2.3997,306.1,1.1,1,2020-02-06,1139,Terra,MODIS,63,6.03,279,11.7,D,0
56.097,-3.3004,320.1,1,1,2020-02-06,1139,Terra,MODIS,80,6.03,278,22.5,D,0
53.5676,-0.5926,304,1.3,1.1,2020-02-06,1140,Terra,MODIS,54,6.03,279.6,14,D,2
56.0996,-3.307,317.7,1,1,2020-02-08,1127,Terra,MODIS,78,6.03,277.9,20.3,D,0
51.5636,-3.7694,304.4,1,1,2020-02-08,1128,Terra,MODIS,0,6.03,282.4,8.1,D,2
56.1001,-3.3043,322.9,1.5,1.2,2020-02-12,1103,Terra,MODIS,76,6.03,275,45.3,D,0
54.3522,-0.8593,308.3,1.2,1.1,2020-02-12,1103,Terra,MODIS,67,6.03,275.4,15.7,D,0
56.0938,-3.2954,311.9,1,1,2020-02-12,1251,Aqua,MODIS,54,6.03,274.3,16.3,D,0
56.0912,-3.3114,317.5,1,1,2020-02-12,1251,Aqua,MODIS,59,6.03,275.6,21.2,D,0
53.5719,-0.5842,302.3,1.4,1.2,2020-02-17,0156,Aqua,MODIS,48,6.03,275.4,16.3,N,2
51.5745,-3.7765,301.7,1,1,2020-02-26,1302,Aqua,MODIS,0,6.03,277.5,8.2,D,2
53.5687,-0.5961,301.8,1.2,1.1,2020-03-02,1134,Terra,MODIS,46,6.03,280.9,9.1,D,2
56.0964,-3.3084,348.2,1,1,2020-03-03,2152,Terra,MODIS,100,6.03,274.9,64.2,N,0
55.525,-2.1908,300.5,1.1,1,2020-03-04,1309,Aqua,MODIS,38,6.03,278,8.2,D,0
53.5683,-0.5932,301.1,1,1,2020-03-06,1256,Aqua,MODIS,29,6.03,283.4,5.6,D,2
57.185,-2.8939,302.3,1,1,2020-03-06,1257,Aqua,MODIS,51,6.03,277.7,8.7,D,0
51.5691,-3.7659,311,1.1,1,2020-03-16,0222,Aqua,MODIS,81,6.03,276.7,16.9,N,2
57.3374,-3.7131,311.3,1,1,2020-03-18,1133,Terra,MODIS,71,6.03,278.7,14.3,D,0
57.0084,-3.1263,301.9,1,1,2020-03-18,1133,Terra,MODIS,49,6.03,279,8.2,D,0
57.3407,-3.726,308.6,1.1,1.1,2020-03-20,1121,Terra,MODIS,67,6.03,282.7,13.5,D,0
51.5675,-3.7699,316.9,1.2,1.1,2020-03-22,1110,Terra,MODIS,0,6.03,288.4,20.2,D,2
51.0508,-2.461,303,1,1,2020-03-22,1256,Aqua,MODIS,54,6.03,285.7,7,D,0
50.7519,-1.7098,301.7,1,1,2020-03-22,1256,Aqua,MODIS,42,6.03,285.2,5.8,D,0
51.1873,-1.6736,300.3,1,1,2020-03-22,1256,Aqua,MODIS,34,6.03,287.1,4.9,D,0
51.421,-1.6131,309.6,1,1,2020-03-22,1256,Aqua,MODIS,69,6.03,285.5,10.7,D,0
51.5692,-3.7683,305.5,1.1,1,2020-03-22,1256,Aqua,MODIS,0,6.03,291.2,8.3,D,2
51.9349,-2.0899,313.1,1,1,2020-03-22,1256,Aqua,MODIS,73,6.03,287.3,13.2,D,0
52.1094,-1.9283,302.9,1,1,2020-03-22,1256,Aqua,MODIS,52,6.03,285.7,6.1,D,0
52.1373,-3.8627,311.5,1.1,1,2020-03-22,1256,Aqua,MODIS,51,6.03,271.5,14.5,D,0
52.1346,-3.8782,318.8,1.1,1,2020-03-22,1256,Aqua,MODIS,78,6.03,276.9,21.7,D,0
52.6842,-2.9605,313.4,1,1,2020-03-22,1256,Aqua,MODIS,74,6.03,285.8,14.5,D,0
53.5621,-0.5915,301,1,1,2020-03-22,1256,Aqua,MODIS,38,6.03,285.3,4.7,D,2
54.8155,-1.985,303.6,1,1,2020-03-22,1257,Aqua,MODIS,56,6.03,283.1,7.5,D,0
56.4171,-3.9105,307,1,1,2020-03-22,1257,Aqua,MODIS,53,6.03,279.8,10.5,D,0
56.8364,-2.9254,302.8,1,1,2020-03-22,1257,Aqua,MODIS,54,6.03,276.2,8.4,D,0
51.5678,-3.769,302.5,1,1,2020-03-23,0228,Aqua,MODIS,50,6.03,278.2,9.3,N,2
53.5827,-1.9125,301.4,3,1.6,2020-03-23,1202,Aqua,MODIS,46,6.03,280.4,29.5,D,0
53.5779,-1.9027,302.6,2.1,1.4,2020-03-23,1339,Aqua,MODIS,50,6.03,281.1,18.1,D,0
53.5907,-1.9044,327.4,2.1,1.4,2020-03-23,1339,Aqua,MODIS,85,6.03,281.1,80,D,0
53.5912,-1.9118,327.1,2.1,1.4,2020-03-23,1339,Aqua,MODIS,80,6.03,281.4,79.6,D,0
52.4564,0.5123,302.8,1.1,1.1,2020-03-24,1057,Terra,MODIS,54,6.03,287.2,6.7,D,0
51.8441,-3.8695,305.3,1.6,1.2,2020-03-24,1058,Terra,MODIS,61,6.03,286.8,13.6,D,0
51.5636,-3.7668,306.9,1.6,1.2,2020-03-24,1058,Terra,MODIS,0,6.03,289.5,14.1,D,2
51.3146,1.3433,304.4,1,1,2020-03-24,1243,Aqua,MODIS,59,6.03,286.8,6.4,D,0
51.3405,1.0987,313.2,1,1,2020-03-24,1243,Aqua,MODIS,73,6.03,288.6,11.9,D,0
52.5548,0.5634,305.5,1,1,2020-03-24,1244,Aqua,MODIS,62,6.03,287.5,6.9,D,0
52.6695,0.6329,304.8,1,1,2020-03-24,1244,Aqua,MODIS,60,6.03,289.5,5.9,D,0
52.6671,0.6182,304.8,1,1,2020-03-24,1244,Aqua,MODIS,60,6.03,289,5.8,D,0
52.9142,1.1878,302.7,1,1,2020-03-24,1244,Aqua,MODIS,53,6.03,286,5.4,D,0
52.8575,0.7593,307.3,1,1,2020-03-24,1244,Aqua,MODIS,65,6.03,286.9,7.9,D,0
52.9065,0.8322,300.2,1,1,2020-03-24,1244,Aqua,MODIS,32,6.03,287.4,3.6,D,0
52.9042,0.8175,313.6,1,1,2020-03-24,1244,Aqua,MODIS,74,6.03,289.1,12.4,D,0
53.1389,0.2313,309.1,1,1,2020-03-24,1244,Aqua,MODIS,68,6.03,286,9.1,D,0
53.5662,-0.6024,313.4,1,1,2020-03-24,1244,Aqua,MODIS,69,6.03,291.2,11.8,D,2
53.5662,-0.6045,304.2,1.3,1.1,2020-03-25,1140,Terra,MODIS,31,6.03,291.7,6.9,D,2
53.5624,-0.5858,304.3,1.3,1.1,2020-03-25,1140,Terra,MODIS,40,6.03,290.3,7,D,2
53.5657,-0.5906,309,1.3,1.1,2020-03-25,1140,Terra,MODIS,67,6.03,291.3,11.8,D,2
53.1043,-2.4781,303.2,1.2,1.1,2020-03-25,1140,Terra,MODIS,55,6.03,289.6,6.4,D,0
53.1011,-2.4614,301.8,1.2,1.1,2020-03-25,1140,Terra,MODIS,48,6.03,290.5,5.1,D,2
53.0072,-4.2152,305.4,1.1,1,2020-03-25,1140,Terra,MODIS,61,6.03,289.1,6.6,D,0
53.0045,-4.1993,317.7,1.1,1,2020-03-25,1140,Terra,MODIS,78,6.03,289.7,16.7,D,0
52.0504,-4.0216,303.3,1.1,1,2020-03-25,1140,Terra,MODIS,56,6.03,290.6,6.1,D,0
51.5631,-3.7683,308,1.1,1.1,2020-03-25,1141,Terra,MODIS,0,6.03,292.2,9,D,2
51.8174,-3.7833,304,1.2,1.1,2020-03-25,1327,Aqua,MODIS,58,6.03,293.2,5.7,D,0
51.6581,-3.6545,307.9,1.2,1.1,2020-03-25,1327,Aqua,MODIS,66,6.03,289.8,10.8,D,0
51.8192,-3.7658,306.7,1.2,1.1,2020-03-25,1327,Aqua,MODIS,64,6.03,292.5,8,D,0
52.1282,-3.8142,349.1,1.2,1.1,2020-03-25,1327,Aqua,MODIS,96,6.03,294.9,78,D,0
52.1263,-3.8322,322.7,1.2,1.1,2020-03-25,1327,Aqua,MODIS,78,6.03,292.6,23.5,D,0
52.1399,-3.7991,351.9,1.2,1.1,2020-03-25,1327,Aqua,MODIS,97,6.03,293.6,85.3,D,0
52.138,-3.8172,353.5,1.2,1.1,2020-03-25,1327,Aqua,MODIS,97,6.03,294,90.3,D,0
52.193,-3.7846,305.7,1.2,1.1,2020-03-25,1327,Aqua,MODIS,62,6.03,291.5,8.3,D,0
52.1912,-3.8023,309.3,1.2,1.1,2020-03-25,1327,Aqua,MODIS,68,6.03,292.7,11.8,D,0
53.3893,-1.4006,307.3,1.6,1.2,2020-03-25,1327,Aqua,MODIS,55,6.03,293,10.4,D,2
53.4007,-1.3839,305.3,1.6,1.2,2020-03-25,1327,Aqua,MODIS,61,6.03,293.8,8.6,D,2
53.5639,-0.5803,302.1,1.7,1.3,2020-03-25,1327,Aqua,MODIS,34,6.03,291.7,6.8,D,2
53.5621,-0.6062,320.2,1.7,1.3,2020-03-25,1327,Aqua,MODIS,75,6.03,294.4,36.7,D,2
55.4334,-2.3312,303.1,1.6,1.2,2020-03-25,1328,Aqua,MODIS,55,6.03,286.9,10.8,D,0
52.9905,-4.2115,300.1,2.5,1.5,2020-03-25,2114,Terra,MODIS,16,6.03,277.9,28.1,N,0
52.2266,0.8617,302.7,1.4,1.2,2020-03-26,1045,Terra,MODIS,53,6.03,283.4,9.6,D,0
52.1518,-3.8425,313.5,2.3,1.5,2020-03-26,1045,Terra,MODIS,74,6.03,286.2,42.6,D,0
51.8385,-3.9025,301.7,3.1,1.7,2020-03-26,1223,Terra,MODIS,49,6.03,288.9,26.9,D,0
51.8263,-3.8594,303.3,3.2,1.7,2020-03-26,1223,Terra,MODIS,56,6.03,290.5,30.9,D,0
53.3945,-1.3852,301,1.4,1.2,2020-03-26,1232,Aqua,MODIS,41,6.03,290.3,5.3,D,2
51.8305,-3.8701,302.6,1.9,1.3,2020-03-26,1232,Aqua,MODIS,53,6.03,292.1,12.3,D,0
51.8243,-3.8968,314.1,1.9,1.4,2020-03-26,1232,Aqua,MODIS,74,6.03,292.6,32.7,D,0
52.1743,-3.8031,324.4,1.9,1.3,2020-03-26,1232,Aqua,MODIS,83,6.03,287.8,53.7,D,0
52.1791,-3.8133,337.6,1.9,1.3,2020-03-26,1232,Aqua,MODIS,91,6.03,289,96.5,D,0
52.717,-2.4424,301.7,1.6,1.2,2020-03-26,1232,Aqua,MODIS,49,6.03,290.4,8.8,D,2
50.1644,-5.5757,307.3,1.2,1.1,2020-03-26,2156,Terra,MODIS,71,6.03,276.1,15.4,N,0
50.1616,-5.5916,309.1,1.2,1.1,2020-03-26,2156,Terra,MODIS,76,6.03,276.2,16.9,N,0
50.166,-5.5829,314.6,1.2,1.1,2020-03-26,2156,Terra,MODIS,89,6.03,276.4,22.8,N,0
51.6734,-3.6332,301.3,1,1,2020-03-26,2157,Terra,MODIS,39,6.03,276.3,9,N,0
51.826,-3.9095,301.2,1,1,2020-03-26,2157,Terra,MODIS,32,6.03,276.8,8.2,N,0
51.8348,-3.9131,306.8,1,1,2020-03-26,2157,Terra,MODIS,69,6.03,275.7,12,N,0
53.567,-0.5923,304.4,1.1,1,2020-03-27,1128,Terra,MODIS,56,6.03,288.7,6.7,D,2
52.7851,-0.1102,300.2,1.1,1.1,2020-03-27,1128,Terra,MODIS,31,6.03,285.5,3.7,D,0
52.7759,-0.1147,301,1.1,1.1,2020-03-27,1128,Terra,MODIS,43,6.03,286,4.1,D,0
52.7932,-1.1209,300.9,1.1,1,2020-03-27,1128,Terra,MODIS,43,6.03,286.1,5.6,D,0
51.7893,-3.6628,300.2,1,1,2020-03-27,1128,Terra,MODIS,8,6.03,286.7,3.9,D,0
52.0991,-1.9195,304.6,1,1,2020-03-27,1128,Terra,MODIS,59,6.03,285.7,6.6,D,2
52.1721,-3.7895,319.4,1,1,2020-03-27,1128,Terra,MODIS,79,6.03,285.7,18.3,D,0
52.1585,-3.8856,306.6,1,1,2020-03-27,1128,Terra,MODIS,64,6.03,284.7,8.6,D,0
51.9956,-4.8114,304.2,1,1,2020-03-27,1128,Terra,MODIS,58,6.03,287.5,7.2,D,0
51.8283,-3.8582,307.9,1,1,2020-03-27,1128,Terra,MODIS,66,6.03,287.8,8.4,D,0
51.8261,-3.844,308.2,1,1,2020-03-27,1128,Terra,MODIS,67,6.03,288,8.6,D,0
52.8768,-1.7335,312.6,1,1,2020-03-27,1128,Terra,MODIS,73,6.03,285.5,13.3,D,0
51.7805,-3.6663,311.4,1,1,2020-03-27,1128,Terra,MODIS,71,6.03,287.3,11.4,D,0
51.5732,-3.7745,305.7,1,1,2020-03-27,1128,Terra,MODIS,35,6.03,292.3,6,D,2
51.0036,-2.6055,302.6,1,1,2020-03-27,1128,Terra,MODIS,53,6.03,285.8,5.9,D,0
50.6908,-2.3041,302,1.1,1,2020-03-27,1128,Terra,MODIS,50,6.03,285.5,6.3,D,0
53.6784,-1.0742,300.2,1,1,2020-03-27,1128,Terra,MODIS,31,6.03,288.2,4,D,0
51.5686,-3.767,307.2,1,1,2020-03-27,1314,Aqua,MODIS,0,6.03,294.7,6.5,D,2
50.124,-5.6144,307.9,1,1,2020-03-27,1314,Aqua,MODIS,66,6.03,280.4,10.1,D,0
50.1218,-5.6282,321.5,1,1,2020-03-27,1314,Aqua,MODIS,81,6.03,281.4,21.5,D,0
51.7589,-3.9372,302.1,1,1,2020-03-27,1314,Aqua,MODIS,50,6.03,287.6,5.3,D,0
51.8366,-3.8329,300.6,1,1,2020-03-27,1314,Aqua,MODIS,14,6.03,289.1,3.5,D,0
51.8347,-3.8473,306.8,1,1,2020-03-27,1314,Aqua,MODIS,64,6.03,289.3,7.4,D,0
51.8328,-3.8619,301.3,1,1,2020-03-27,1314,Aqua,MODIS,28,6.03,288.2,3.8,D,0
52.1655,-3.7874,302,1,1,2020-03-27,1314,Aqua,MODIS,48,6.03,286.5,5.5,D,0
53.376,-1.294,303.5,1.2,1.1,2020-03-27,1315,Aqua,MODIS,56,6.03,287.3,7.2,D,0
54.616,-1.1975,306.9,1.3,1.1,2020-03-27,1315,Aqua,MODIS,49,6.03,286.4,11.3,D,2
51.8285,-3.736,330.8,1.1,1,2020-03-29,1116,Terra,MODIS,87,6.03,281.4,34.6,D,0
51.8265,-3.7204,313.1,1.1,1,2020-03-29,1116,Terra,MODIS,56,6.03,279.8,14.1,D,0
51.8193,-3.7391,322.1,1.1,1,2020-03-29,1116,Terra,MODIS,81,6.03,280.4,23.9,D,0
51.5644,-3.7601,302.7,1.1,1,2020-03-29,1116,Terra,MODIS,0,6.03,287.6,6.6,D,2
51.564,-3.765,304.8,1,1,2020-03-29,1302,Aqua,MODIS,0,6.03,290.7,7.2,D,2
51.5613,-3.7652,305.3,1.3,1.2,2020-03-31,1104,Terra,MODIS,0,6.03,287.1,10.9,D,2
50.8448,0.2319,314.8,1,1,2020-03-31,1249,Aqua,MODIS,62,6.03,284.5,14.6,D,0
53.6598,-2.8524,301.8,1.3,1.1,2020-04-02,1238,Aqua,MODIS,49,6.03,286.3,7.5,D,0
53.656,-2.8717,303.8,1.3,1.1,2020-04-02,1238,Aqua,MODIS,57,6.03,286.2,9.2,D,0
53.5659,-0.5932,301.7,1,1,2020-04-04,2151,Terra,MODIS,43,6.03,279.6,8.7,N,2
53.0241,0.0704,307.3,1,1,2020-04-05,1122,Terra,MODIS,40,6.03,292.7,4.4,D,0
53.0152,0.0664,313.4,1,1,2020-04-05,1122,Terra,MODIS,72,6.03,292.6,9.3,D,0
52.7534,0.059,315,1,1,2020-04-05,1122,Terra,MODIS,74,6.03,293.6,10.8,D,0
52.7509,0.0741,310.1,1,1,2020-04-05,1122,Terra,MODIS,68,6.03,293.4,6.6,D,0
52.4561,0.0355,304.4,1.1,1,2020-04-05,1122,Terra,MODIS,56,6.03,293.8,4,D,0
52.4484,-0.135,307.4,1,1,2020-04-05,1122,Terra,MODIS,64,6.03,293.9,5.9,D,0
52.1681,0.2942,309.7,1.1,1,2020-04-05,1122,Terra,MODIS,68,6.03,294.2,8.7,D,0
52.2433,-0.3179,327.3,1,1,2020-04-05,1122,Terra,MODIS,85,6.03,293.7,24.8,D,0
52.1994,-0.2162,315.2,1,1,2020-04-05,1122,Terra,MODIS,75,6.03,293.8,12.2,D,0
52.0428,-0.2431,314.6,1.1,1,2020-04-05,1122,Terra,MODIS,74,6.03,295.1,11.5,D,0
51.1162,-0.9791,303.8,1,1,2020-04-05,1122,Terra,MODIS,57,6.03,293.4,4.1,D,0
52.1268,-0.8061,305,1,1,2020-04-05,1122,Terra,MODIS,60,6.03,293,4.4,D,0
51.9255,-0.6072,302.8,1,1,2020-04-05,1122,Terra,MODIS,48,6.03,292.7,3.4,D,0
51.8446,-0.7421,311.9,1,1,2020-04-05,1122,Terra,MODIS,72,6.03,293.7,9.5,D,0
51.8422,-0.7275,308.7,1,1,2020-04-05,1122,Terra,MODIS,58,6.03,294.1,6.9,D,0
51.6709,-1.0507,307.9,1,1,2020-04-05,1122,Terra,MODIS,66,6.03,292.8,6.1,D,0
51.4156,-0.4789,304,1.1,1,2020-04-05,1122,Terra,MODIS,0,6.03,292.1,3.6,D,2
51.7693,-3.6858,304.5,1,1,2020-04-05,1122,Terra,MODIS,51,6.03,267.2,10.3,D,0
51.2897,-0.8945,302.5,1,1,2020-04-05,1122,Terra,MODIS,43,6.03,291.7,3.2,D,0
51.3073,-1.1185,304.7,1,1,2020-04-05,1122,Terra,MODIS,60,6.03,292.2,4.4,D,0
51.76,-3.6847,311.4,1,1,2020-04-05,1308,Aqua,MODIS,69,6.03,284.2,10.8,D,0
51.7668,-3.7023,310.2,1,1,2020-04-05,1308,Aqua,MODIS,70,6.03,287.2,9.3,D,0
54.5817,-1.0927,302.8,2.1,1.4,2020-04-06,1204,Terra,MODIS,46,6.03,288,16.1,D,2
54.5817,-1.0997,307.3,2.1,1.4,2020-04-06,1204,Terra,MODIS,62,6.03,288.9,24.9,D,2
53.5681,-0.6021,314.9,1,1,2020-04-06,2139,Terra,MODIS,90,6.03,278.9,19,N,2
54.5787,-1.1087,302.6,2.1,1.4,2020-04-07,0144,Aqua,MODIS,50,6.03,277.2,28.2,N,2
54.5801,-1.1002,320.8,1.1,1,2020-04-07,1109,Terra,MODIS,80,6.03,286.8,20.7,D,2
54.5821,-1.1167,314.2,1.1,1,2020-04-07,1109,Terra,MODIS,70,6.03,288.4,14.1,D,2
51.572,-3.7671,301.5,1.2,1.1,2020-04-07,1110,Terra,MODIS,18,6.03,287.7,5.2,D,2
51.519,-3.4148,302.5,1.1,1,2020-04-07,1256,Aqua,MODIS,36,6.03,287.8,5.5,D,0
50.7997,-0.7222,313.4,1,1,2020-04-07,1256,Aqua,MODIS,50,6.03,286.8,9.2,D,0
50.8064,-0.7395,309.7,1,1,2020-04-07,1256,Aqua,MODIS,58,6.03,288,6.9,D,0
51.3532,-0.6275,310.6,1,1,2020-04-07,1256,Aqua,MODIS,70,6.03,292.4,8.2,D,0
51.2773,-2.2078,301.7,1,1,2020-04-07,1256,Aqua,MODIS,42,6.03,284.2,5.5,D,0
51.3195,-2.2408,308.1,1,1,2020-04-07,1256,Aqua,MODIS,51,6.03,291.3,7,D,0
51.6318,-2.7407,302.4,1,1,2020-04-07,1256,Aqua,MODIS,52,6.03,288.5,4.9,D,0
51.5683,-3.7636,303,1.1,1,2020-04-07,1256,Aqua,MODIS,0,6.03,288.3,6.5,D,2
52.1014,-1.9056,302.4,1,1,2020-04-07,1256,Aqua,MODIS,50,6.03,284.4,4.7,D,0
53.2336,-3.0304,309.5,1,1,2020-04-07,1256,Aqua,MODIS,53,6.03,294.7,6.7,D,2
54.5758,-1.1115,324.6,1,1,2020-04-07,1257,Aqua,MODIS,83,6.03,297.1,21.1,D,2
54.574,-1.1265,306.9,1.7,1.3,2020-04-07,2222,Terra,MODIS,70,6.03,280.4,23.4,N,2
54.5855,-1.129,306.2,1.7,1.3,2020-04-07,2222,Terra,MODIS,67,6.03,280.4,22,N,2
54.5875,-1.1026,314.8,1.7,1.3,2020-04-07,2222,Terra,MODIS,90,6.03,280.7,35.7,N,2
54.576,-1.1003,321.8,1.7,1.3,2020-04-07,2222,Terra,MODIS,100,6.03,281.2,50.2,N,2
54.5813,-1.1136,307.1,1,1,2020-04-08,0227,Aqua,MODIS,70,6.03,277.8,11.9,N,2
54.5791,-1.0985,313.7,1,1,2020-04-08,0227,Aqua,MODIS,88,6.03,279.3,16.7,N,2
54.5016,-7.0837,323,1,1,2020-04-08,1152,Terra,MODIS,77,6.03,288,21.1,D,0
51.8298,-3.9529,308.7,1.6,1.2,2020-04-08,1339,Aqua,MODIS,31,6.03,292,10.5,D,0
52.7744,-0.927,305.3,1.4,1.2,2020-04-08,2126,Terra,MODIS,64,6.03,281.7,15.4,N,0
51.7193,-3.86,309.2,1.6,1.2,2020-04-09,1057,Terra,MODIS,50,6.03,289.1,16.4,D,0
51.5633,-3.7592,308.5,1.6,1.2,2020-04-09,1058,Terra,MODIS,0,6.03,294.7,11.7,D,2
51.3179,1.1237,311.1,1,1,2020-04-09,1243,Aqua,MODIS,65,6.03,294.5,7.6,D,0
51.3423,1.0984,305.8,1,1,2020-04-09,1243,Aqua,MODIS,22,6.03,293.1,3.8,D,0
51.1003,0.9867,309.1,1,1,2020-04-09,1243,Aqua,MODIS,61,6.03,296.6,5.4,D,0
51.5633,-3.7666,310.8,1.4,1.2,2020-04-09,1244,Aqua,MODIS,0,6.03,295.6,13.3,D,2
51.616,0.7046,320.6,1,1,2020-04-09,1244,Aqua,MODIS,77,6.03,295.2,15.6,D,0
51.6137,0.6901,318.1,1,1,2020-04-09,1244,Aqua,MODIS,73,6.03,294.1,13.1,D,0
51.8557,0.5056,312.7,1,1,2020-04-09,1244,Aqua,MODIS,67,6.03,295.5,7.9,D,0
51.883,0.3943,309.6,1,1,2020-04-09,1244,Aqua,MODIS,60,6.03,295.5,5.8,D,0
51.952,0.5846,325.6,1,1,2020-04-09,1244,Aqua,MODIS,82,6.03,295.2,20.9,D,0
51.9496,0.5699,326.2,1,1,2020-04-09,1244,Aqua,MODIS,82,6.03,296.9,21.4,D,0
51.9324,0.4045,316.3,1,1,2020-04-09,1244,Aqua,MODIS,72,6.03,297,10.6,D,0
51.93,0.3898,311.8,1,1,2020-04-09,1244,Aqua,MODIS,56,6.03,297.2,6.6,D,0
51.9413,0.4007,314.8,1,1,2020-04-09,1244,Aqua,MODIS,62,6.03,296.9,8.6,D,0
51.9956,-0.001,322.1,1.1,1,2020-04-09,1244,Aqua,MODIS,79,6.03,296,17.4,D,0
52.13,0.5276,323.8,1,1,2020-04-09,1244,Aqua,MODIS,80,6.03,295.6,17.7,D,0
52.1276,0.5129,334.8,1,1,2020-04-09,1244,Aqua,MODIS,88,6.03,296.4,32.2,D,0
52.1658,0.2843,308,1,1,2020-04-09,1244,Aqua,MODIS,53,6.03,290.6,5.6,D,0
52.1585,0.0643,311.3,1,1,2020-04-09,1244,Aqua,MODIS,65,6.03,296.9,6.5,D,0
52.2848,0.6212,316.7,1,1,2020-04-09,1244,Aqua,MODIS,72,6.03,297.6,10.6,D,0
52.2824,0.6065,328.9,1,1,2020-04-09,1244,Aqua,MODIS,84,6.03,297.3,23.4,D,0
52.3057,0.2267,315.4,1,1,2020-04-09,1244,Aqua,MODIS,58,6.03,293.1,9.7,D,0
52.2741,-0.6907,309.7,1.1,1,2020-04-09,1244,Aqua,MODIS,62,6.03,291.5,6.7,D,0
51.8141,-3.7222,305.4,1.4,1.2,2020-04-09,1244,Aqua,MODIS,57,6.03,292.6,5.8,D,0
52.7052,0.2013,312.7,1,1,2020-04-09,1244,Aqua,MODIS,70,6.03,291.1,8.8,D,0
52.7027,0.1864,310.1,1,1,2020-04-09,1244,Aqua,MODIS,66,6.03,291,6.6,D,0
52.7452,0.0502,313.2,1,1,2020-04-09,1244,Aqua,MODIS,71,6.03,291.1,9.7,D,0
53.6908,-2.8717,303.6,1.2,1.1,2020-04-09,1244,Aqua,MODIS,53,6.03,283.6,6.1,D,0
51.5686,-3.7638,313.8,1.1,1.1,2020-04-10,1140,Terra,MODIS,0,6.03,295.5,10.9,D,2
51.5688,-3.7684,313.4,1.2,1.1,2020-04-10,1327,Aqua,MODIS,39,6.03,300.2,10.1,D,2
51.7476,-3.6987,319.4,1.2,1.1,2020-04-10,1327,Aqua,MODIS,76,6.03,294.3,19,D,0
51.7457,-3.7159,312.9,1.2,1.1,2020-04-10,1327,Aqua,MODIS,68,6.03,294.5,11.3,D,0
53.5686,-0.5844,310.2,1.7,1.3,2020-04-11,1045,Terra,MODIS,60,6.03,295,11.8,D,2
51.8052,-3.3715,330.5,2.1,1.4,2020-04-11,1045,Terra,MODIS,86,6.03,284.4,83.3,D,0
51.806,-3.3769,332.9,2.1,1.4,2020-04-11,1045,Terra,MODIS,87,6.03,285.3,92.6,D,0
51.812,-3.3988,307.5,3.3,1.7,2020-04-11,1223,Terra,MODIS,53,6.03,284,34,D,0
51.5634,-3.7505,300,3.2,1.7,2020-04-11,1223,Terra,MODIS,0,6.03,287.2,12.1,D,2
52.3248,1.5233,308.1,1.1,1.1,2020-04-11,1231,Aqua,MODIS,50,6.03,295.9,5.8,D,0
53.7593,-0.672,320.9,1.3,1.1,2020-04-11,1232,Aqua,MODIS,79,6.03,297.9,18.5,D,0
53.7558,-0.6903,315.7,1.3,1.1,2020-04-11,1232,Aqua,MODIS,57,6.03,297.6,12,D,0
51.5711,-3.7716,301,1,1,2020-04-11,2156,Terra,MODIS,22,6.03,284.1,6.3,N,2
51.8131,-3.4226,301.7,1,1,2020-04-11,2156,Terra,MODIS,43,6.03,278.7,7.8,N,0
53.5781,-1.3106,303.1,1,1,2020-04-14,1115,Terra,MODIS,48,6.03,290.9,3.4,D,0
53.5704,-0.5999,313.2,1,1,2020-04-14,1115,Terra,MODIS,53,6.03,294.8,9.8,D,2
